38080,	88,	52914
31563,	35,	53621
1216,	33,	10053
18292,	87,	44267
58009,	42,	44436
60008,	42,	25167
27199,	44,	13385
17276,	65,	15863
12448,	32,	56157
27852,	76,	64839
58279,	29,	53500
38186,	33,	11234
41512,	72,	65534
35394,	59,	59403
27777,	27,	56653
18664,	8,	1072
25631,	58,	29305
18700,	2,	35484
28096,	15,	4257
32765,	72,	45109
50316,	4,	30348
7170,	80,	6314
9859,	64,	19725
49915,	12,	39129
11966,	62,	43739
33989,	18,	33258
432,	99,	43934
61730,	44,	5033
33553,	85,	52516
55848,	35,	12236
17820,	45,	54662
62819,	46,	27300
4310,	15,	61010
30935,	16,	4964
34439,	87,	60630
54780,	65,	53125
27774,	8,	52924
50298,	37,	50268
10961,	20,	19883
17422,	35,	2164
48997,	79,	58298
4692,	52,	19651
62263,	3,	23711
16774,	7,	20420
51026,	34,	27769
57400,	85,	46149
30699,	97,	54618
13334,	66,	55213
19812,	86,	46636
7815,	77,	12502
22983,	29,	15579
25109,	56,	52970
13336,	53,	13512
65481,	97,	42373
51724,	53,	34693
21505,	77,	52391
48516,	43,	38708
4321,	3,	31845
40710,	64,	32309
5992,	25,	45516
15844,	3,	19125
17497,	69,	10731
12021,	56,	12326
34886,	8,	61235
52585,	60,	65480
6028,	33,	3725
47838,	86,	27191
15853,	14,	43265
15476,	13,	44666
55751,	29,	64689
27381,	74,	49844
33444,	33,	44267
22135,	60,	4781
51989,	34,	3129
6999,	96,	34374
8068,	91,	52091
63367,	95,	13152
16661,	89,	14459
16508,	82,	52452
52116,	82,	35091
53692,	65,	17629
48594,	34,	3784
45332,	33,	65534
17929,	39,	57912
20020,	61,	8960
29291,	79,	52452
22215,	90,	6142
23997,	26,	4811
6283,	14,	44149
63575,	54,	43217
43640,	28,	15579
49412,	24,	17581
1860,	31,	37397
9682,	31,	62394
49689,	79,	56965
58960,	85,	17985
61334,	23,	13152
14278,	86,	33393
23542,	49,	28032
59804,	52,	61352
10564,	8,	17673
42947,	43,	8595
10604,	83,	27191
2939,	6,	759
15668,	85,	15837
7665,	31,	24594
42028,	68,	41801
39100,	37,	30546
60901,	28,	36018
48823,	42,	32640
4247,	45,	20442
65101,	74,	983
3105,	13,	31773
27528,	23,	17746
31874,	73,	2027
15645,	71,	28397
35197,	64,	14728
30902,	4,	38167
61555,	10,	41426
38055,	71,	28424
48982,	90,	21058
7133,	97,	37935
58605,	99,	49303
14419,	41,	14085
35497,	43,	64839
759,	58,	22415
39916,	66,	44178
54025,	48,	59518
30379,	81,	61647
30691,	3,	14961
36219,	18,	37375
3453,	4,	2039
25779,	2,	34248
20552,	84,	31773
58841,	49,	22722
18049,	97,	7791
44115,	71,	2461
56678,	39,	983
42487,	17,	28199
35437,	2,	55360
31686,	14,	2926
18800,	49,	19148
21299,	82,	50967
62302,	65,	22341
54169,	76,	62966
12947,	27,	54900
53358,	75,	37431
31818,	1,	27885
38479,	54,	50497
11225,	78,	6207
40337,	47,	34295
48812,	17,	21901
32297,	47,	269
40453,	32,	16996
49132,	44,	759
58770,	87,	12701
5696,	57,	42427
23128,	31,	10738
60552,	47,	25403
8423,	67,	11281
56414,	70,	40177
57647,	63,	45292
969,	83,	7565
15460,	79,	23559
28950,	5,	21373
60669,	47,	43910
25985,	31,	20645
30501,	16,	54045
18351,	24,	17108
38539,	19,	33916
28456,	16,	20231
63057,	32,	61425
6469,	89,	37080
55036,	49,	45948
15545,	67,	34517
47857,	92,	240
21920,	46,	49078
5216,	58,	14728
25479,	66,	30546
39231,	23,	38708
23190,	9,	62832
52308,	16,	30031
28735,	98,	21784
44161,	49,	38783
44858,	39,	49736
54547,	69,	22781
14629,	87,	60726
11190,	10,	31478
46875,	25,	61276
33183,	32,	59952
25009,	24,	21518
23719,	67,	35215
5618,	42,	15199
53364,	49,	39114
9240,	98,	10157
31388,	5,	14745
8022,	79,	29830
9019,	59,	45612
42219,	28,	26836
45264,	6,	10852
29871,	35,	31119
22474,	66,	42799
6014,	57,	19131
47901,	21,	544
19860,	18,	35573
38673,	66,	24933
25814,	40,	44666
39654,	93,	21860
63743,	92,	3920
7236,	33,	1139
56071,	49,	35923
25640,	48,	46184
14310,	78,	28656
31246,	31,	27985
34971,	39,	5823
34222,	3,	56157
50016,	35,	2776
14066,	24,	47227
23609,	54,	19508
1645,	66,	48824
1442,	78,	53031
32923,	67,	15961
4067,	3,	29466
38182,	96,	37894
26681,	24,	33045
56094,	77,	2027
1626,	53,	45073
61363,	34,	19474
25141,	93,	2278
8668,	96,	61682
61549,	84,	19172
62831,	82,	65387
25385,	27,	7577
32133,	25,	38601
22555,	83,	49525
40985,	60,	54748
21192,	72,	9137
45066,	53,	49008
29145,	54,	23979
28606,	71,	26745
62280,	41,	54168
44678,	36,	18899
31212,	59,	8161
34899,	49,	18790
28995,	10,	16349
36131,	4,	61945
54423,	85,	56824
19467,	76,	37431
38982,	54,	16672
44564,	72,	61336
5039,	43,	2779
36710,	49,	25580
50519,	73,	12296
56023,	72,	35678
32528,	28,	57388
32925,	45,	61945
3117,	62,	4407
49804,	19,	8183
56890,	93,	44028
23100,	22,	53375
56583,	78,	38973
30728,	62,	24819
17045,	22,	42451
16958,	3,	23916
58751,	27,	12953
55697,	71,	33761
47730,	30,	13374
9913,	71,	51841
22373,	14,	11234
13956,	41,	9959
61694,	86,	25322
61328,	77,	64102
23991,	24,	54833
7936,	4,	17433
44489,	92,	38754
55489,	51,	61894
55631,	64,	38273
50202,	55,	15034
55021,	12,	29938
28844,	6,	57191
40289,	28,	22478
51398,	24,	19539
29006,	44,	14565
7967,	89,	53802
45364,	81,	40146
59281,	57,	32582
54216,	69,	49970
2307,	49,	6658
21772,	95,	38326
26811,	2,	27018
63083,	98,	382
14238,	38,	22851
25831,	10,	16963
49320,	13,	53568
61787,	65,	15034
32505,	40,	14563
56544,	36,	28044
64000,	28,	38866
795,	57,	33756
39632,	62,	63063
64698,	47,	3555
52779,	34,	51548
2219,	49,	23706
61430,	94,	28382
52795,	27,	64125
42822,	29,	37902
58352,	40,	34984
60805,	41,	33538
1622,	63,	28816
14018,	19,	926
61541,	83,	47948
46458,	98,	14650
25446,	69,	49065
59338,	96,	37904
8344,	70,	61950
11729,	33,	2021
64907,	100,	43632
42981,	41,	42298
48596,	37,	43054
54499,	1,	13770
1940,	49,	20542
10046,	70,	61154
37769,	52,	49903
12763,	60,	3129
47479,	13,	8232
49450,	25,	42102
53159,	9,	35573
4414,	11,	49588
29583,	69,	11234
12758,	48,	18967
1060,	53,	24326
24731,	21,	47486
11969,	33,	15644
18616,	39,	38783
24641,	77,	20420
27449,	49,	30852
29532,	91,	13764
20370,	29,	31773
40457,	6,	63631
61167,	41,	52896
15227,	4,	58681
30008,	6,	41440
63580,	10,	41759
41322,	38,	31530
62658,	98,	49858
24322,	28,	34104
23524,	40,	51396
43914,	65,	30789
3298,	38,	54982
1159,	30,	53986
33355,	50,	33761
20102,	5,	56035
51625,	61,	14507
35777,	81,	20847
18365,	24,	37309
31943,	73,	33926
58878,	97,	55172
20928,	99,	37673
1465,	87,	61864
39072,	5,	61496
42424,	5,	53125
59456,	82,	1977
59235,	55,	22068
6991,	99,	45948
3787,	58,	385
40152,	38,	55360
209,	72,	55777
19071,	24,	38958
10540,	92,	61566
16918,	15,	27333
48076,	36,	49949
31013,	14,	49983
18632,	87,	52688
27669,	76,	49705
58121,	41,	28755
47246,	43,	6314
49474,	32,	38708
54059,	86,	5500
2672,	36,	36567
5081,	26,	1785
41048,	37,	162
8510,	91,	2548
21350,	43,	45287
39797,	10,	58994
1383,	10,	20181
51829,	20,	11582
36528,	11,	28326
19277,	33,	20107
51284,	75,	29867
19535,	37,	30889
26331,	85,	16861
28026,	34,	27927
40449,	39,	35713
26835,	55,	5267
50959,	15,	29830
52908,	33,	33645
24552,	37,	42239
63240,	90,	42361
50006,	15,	11757
3818,	43,	3464
55409,	43,	27704
44590,	55,	25985
13934,	12,	17626
53274,	21,	31478
34324,	99,	44254
3699,	88,	34271
49477,	69,	23579
24685,	16,	62929
34132,	49,	47426
46269,	37,	49736
23335,	73,	7511
32835,	34,	20801
60012,	18,	62702
3771,	13,	13764
12388,	53,	219
39197,	2,	50619
54651,	24,	54748
11975,	93,	2296
25099,	87,	4286
42996,	89,	30852
47908,	66,	53986
57287,	45,	3551
7136,	37,	3580
61381,	69,	4447
50049,	100,	7801
50198,	29,	54833
36205,	62,	8141
22574,	98,	20881
17205,	69,	14230
12008,	91,	15583
28885,	32,	25553
50384,	100,	26203
2770,	2,	17945
10702,	56,	44913
51453,	74,	41389
5885,	12,	62683
34529,	91,	8183
45664,	47,	55008
9270,	30,	41205
38221,	53,	18588
32756,	40,	10513
20130,	15,	21344
32702,	84,	12749
11291,	59,	37215
26725,	80,	25265
63848,	68,	1399
42396,	48,	22478
43006,	3,	6314
19374,	40,	49959
45300,	78,	43284
46278,	7,	52439
26417,	49,	11138
57104,	14,	35908
61277,	100,	47527
53699,	75,	28477
15948,	4,	44492
27582,	66,	27086
62818,	8,	53469
24460,	63,	2706
48149,	32,	47759
39506,	63,	21588
14823,	28,	50286
55642,	52,	31478
25960,	11,	36753
62524,	5,	21058
57834,	79,	59611
64305,	94,	30031
8647,	66,	2851
42063,	75,	46800
13748,	98,	1157
36854,	51,	49491
1496,	90,	18637
2954,	97,	57388
57692,	59,	61339
37306,	60,	45579
48529,	77,	15034
1749,	84,	18899
19429,	17,	27734
57444,	53,	20649
57668,	77,	4975
34761,	45,	38273
5682,	42,	33538
52727,	30,	57562
54598,	83,	6541
14166,	82,	34828
8625,	6,	25985
27885,	11,	49491
12814,	98,	38281
55391,	2,	41726
8194,	18,	31904
64919,	67,	19828
47528,	51,	56008
49218,	48,	57518
14092,	74,	36276
24215,	64,	31447
53779,	46,	39074
9945,	71,	22276
60644,	9,	45904
40631,	91,	33251
53505,	23,	39370
5191,	26,	22938
32535,	8,	33440
16544,	98,	18355
38601,	31,	52019
35590,	10,	49473
42417,	55,	45958
38385,	70,	45690
51270,	58,	47995
63769,	79,	43265
44002,	81,	26650
870,	63,	40176
10657,	81,	13770
39220,	20,	15882
65459,	88,	14745
62804,	25,	21728
60960,	74,	42066
21879,	67,	55283
59266,	18,	49534
37359,	50,	48412
44391,	12,	58626
2613,	63,	36520
17361,	68,	40328
7555,	51,	30487
55133,	44,	10718
47208,	28,	21610
3293,	16,	3128
46498,	58,	9836
37868,	1,	20442
49055,	64,	57568
35664,	28,	29564
16769,	58,	61445
31768,	4,	16105
13219,	59,	9767
20202,	19,	54560
43504,	2,	162
43269,	17,	22125
861,	15,	53954
17789,	69,	38743
5038,	13,	49008
61477,	4,	23722
15472,	20,	24922
64101,	21,	53986
63813,	86,	10527
38139,	95,	32825
59808,	95,	30650
42013,	84,	34502
7670,	76,	52019
21578,	14,	49183
11979,	91,	37294
57334,	97,	47125
27029,	45,	61828
9367,	71,	14952
58211,	74,	12502
17011,	16,	45264
7782,	3,	11477
53507,	82,	20661
57262,	53,	25078
14846,	19,	56081
37494,	28,	12982
26745,	92,	59679
42656,	10,	15863
35995,	49,	65502
4513,	97,	31340
4535,	89,	1157
14986,	26,	5408
36972,	51,	35488
24788,	83,	34828
59030,	68,	20451
27507,	41,	40451
64267,	47,	23235
24560,	50,	32864
47976,	91,	231
298,	56,	19917
64983,	93,	53687
8741,	40,	462
51911,	16,	18899
4418,	23,	41862
44137,	52,	46782
52665,	58,	22735
61065,	99,	22003
40546,	30,	1566
26431,	19,	59879
35359,	73,	13625
28900,	75,	49858
14800,	86,	35299
59393,	92,	14234
18367,	88,	9022
47433,	24,	30078
10975,	29,	17108
6295,	2,	64763
10184,	27,	40873
56934,	98,	65387
47118,	34,	64731
45427,	34,	62960
23108,	19,	64689
51710,	14,	19882
11601,	25,	61552
59357,	21,	31213
11254,	54,	38714
59450,	53,	42427
55643,	29,	58254
62399,	92,	33749
9116,	31,	64162
43416,	88,	6315
64479,	94,	40684
61526,	34,	12749
12569,	15,	27439
37578,	14,	63665
43550,	10,	10513
58886,	64,	50054
14918,	96,	52395
12713,	33,	6315
38113,	54,	52452
58637,	49,	62364
32358,	45,	36106
60251,	55,	52110
19341,	68,	59315
50341,	27,	25038
43199,	33,	17217
4946,	96,	46915
52827,	52,	60683
63444,	2,	43621
56288,	63,	43439
5347,	53,	24397
59797,	85,	18790
50816,	29,	60536
13498,	67,	27093
35450,	95,	19226
22278,	46,	28740
48358,	78,	5704
27157,	52,	63392
51542,	80,	33754
31138,	89,	659
35510,	49,	51884
41156,	99,	36450
57090,	63,	61759
23842,	20,	240
31243,	49,	12701
13906,	45,	36627
42193,	58,	45675
17611,	45,	24188
65489,	99,	61010
14539,	7,	57198
27536,	40,	21496
57629,	24,	64427
35525,	6,	51884
50154,	89,	16183
5003,	25,	20273
38026,	92,	28073
32563,	45,	49078
5139,	87,	57327
52860,	55,	41643
63148,	7,	46585
12089,	33,	12117
53466,	41,	33251
6526,	77,	37295
34648,	87,	49588
43821,	56,	10693
54707,	43,	64895
55574,	84,	44528
3301,	82,	22211
36383,	53,	39127
54174,	45,	57568
48072,	9,	20958
53165,	56,	61425
25819,	3,	38273
53427,	64,	64655
27235,	60,	20420
42926,	24,	272
15771,	87,	35289
14569,	24,	51553
38289,	55,	40349
42769,	65,	32469
48186,	29,	20530
16739,	24,	62683
46274,	42,	20691
61908,	86,	53693
48688,	96,	2021
53555,	71,	11459
60709,	10,	45961
33144,	33,	54594
45320,	81,	39976
35650,	56,	21588
49998,	32,	2275
57222,	61,	37215
58418,	14,	34317
32754,	2,	27885
42162,	25,	51548
62678,	28,	30428
9926,	24,	4741
16205,	75,	19539
26339,	21,	36837
28403,	77,	36062
58983,	75,	32541
53411,	43,	2296
7633,	78,	34161
53401,	16,	46589
49037,	21,	54701
46746,	67,	55777
28225,	30,	47762
64617,	70,	46270
37015,	24,	15676
9564,	51,	15561
6138,	49,	9930
19035,	68,	47852
59483,	90,	10874
19176,	49,	44652
5268,	2,	27263
52692,	81,	10991
62797,	36,	29843
12677,	90,	41148
17378,	99,	47471
59580,	26,	54236
33833,	71,	20530
6183,	69,	20446
31109,	71,	14961
64181,	70,	11401
42744,	10,	34190
26060,	41,	27105
9320,	38,	37551
41235,	25,	7791
34882,	87,	17067
1431,	83,	11427
6946,	61,	58310
40120,	72,	12749
56780,	22,	22676
49997,	24,	38399
6162,	56,	4811
59784,	65,	10941
30569,	51,	42870
56556,	16,	50941
61724,	76,	54038
7902,	76,	2776
63163,	67,	9348
50674,	100,	231
10232,	100,	27734
27069,	80,	12963
23648,	81,	36420
7219,	77,	14135
54267,	5,	24626
28765,	27,	39319
20580,	25,	48310
2365,	78,	38109
18651,	35,	18132
29570,	55,	12939
17339,	16,	63142
31483,	92,	53125
52882,	39,	53094
25928,	95,	2881
14885,	9,	27585
26299,	27,	14945
1384,	67,	16069
20162,	44,	11950
53811,	92,	25339
20189,	15,	36567
16933,	82,	34978
10924,	20,	34056
22056,	54,	15150
2048,	54,	53713
11866,	75,	63663
54044,	44,	14230
20013,	66,	10767
62053,	57,	54969
8275,	71,	43830
50043,	70,	36753
40382,	71,	35390
42371,	21,	272
19391,	10,	34740
38116,	42,	37673
54574,	84,	22211
23098,	18,	39617
39110,	86,	837
11810,	73,	50537
43851,	65,	23269
58833,	49,	49078
59921,	7,	31607
1674,	39,	63793
49855,	50,	56157
61289,	63,	39671
30174,	8,	21114
34318,	52,	44869
54816,	27,	43293
33480,	71,	57122
62351,	99,	57171
18995,	9,	38144
15072,	38,	41286
23235,	15,	34161
15455,	75,	897
35566,	6,	62832
39726,	35,	4563
7304,	26,	59066
34851,	39,	33422
58951,	84,	43341
8897,	24,	26388
43988,	8,	44267
65422,	44,	3570
27030,	81,	63137
6906,	65,	6941
44106,	24,	26203
53281,	77,	12701
57047,	7,	54682
30747,	63,	49349
53239,	14,	28011
6714,	42,	24188
57220,	21,	30156
63211,	10,	2125
19684,	46,	11582
37935,	26,	22676
58829,	15,	43621
35183,	22,	65479
16909,	7,	55172
18841,	83,	57554
63589,	9,	34984
52863,	71,	28194
57202,	22,	33708
53481,	76,	58068
50547,	52,	20877
60032,	73,	24188
9467,	19,	45281
41471,	84,	40705
47531,	69,	15170
22690,	28,	18723
49794,	24,	37365
26957,	66,	61725
33546,	33,	26650
12710,	8,	9137
24667,	22,	1400
25188,	72,	47030
1553,	67,	45472
22580,	9,	40227
50964,	27,	53802
14670,	79,	1674
48550,	45,	48722
38729,	55,	26388
8559,	63,	8721
43788,	65,	11757
34175,	86,	49959
59863,	71,	45281
30320,	81,	41737
33856,	90,	33039
31308,	56,	20661
37020,	44,	41470
41482,	52,	52036
20060,	14,	56033
56999,	85,	18775
17195,	24,	3215
21954,	57,	22324
20672,	38,	32469
48816,	38,	46915
61440,	10,	3302
23833,	40,	39370
10376,	19,	2296
17137,	43,	339
23224,	61,	44254
37426,	88,	18775
54225,	89,	59471
38628,	41,	61380
13389,	70,	19073
28125,	93,	61969
8688,	35,	43341
38131,	77,	61010
31710,	90,	805
64333,	60,	59541
13745,	69,	59617
26302,	54,	8497
40687,	98,	20691
22348,	67,	28740
26165,	39,	3570
44507,	20,	56033
52495,	4,	14772
28739,	42,	28326
15328,	65,	45109
8324,	32,	40177
51588,	33,	56551
4879,	84,	56879
60006,	7,	25038
12815,	32,	24490
22797,	86,	26754
26353,	83,	659
57516,	20,	53654
19198,	4,	24989
56625,	54,	29516
15429,	97,	38371
11776,	63,	41206
31618,	23,	43169
23535,	63,	18616
46263,	8,	53393
61856,	38,	29269
50353,	78,	57912
57763,	46,	4286
44294,	88,	30278
692,	64,	26080
4552,	73,	41607
21902,	54,	38326
54089,	53,	54016
24740,	21,	62161
33159,	17,	56965
4482,	32,	14507
23769,	17,	757
42839,	35,	33268
58689,	63,	21391
1928,	47,	50497
54440,	57,	4766
56334,	14,	7882
64918,	79,	52161
20382,	35,	57947
35617,	64,	2150
44779,	7,	14745
58906,	95,	48412
57789,	31,	33937
16098,	96,	1002
12108,	11,	30983
2110,	66,	43896
46809,	38,	54435
40181,	74,	37805
12799,	10,	34190
63458,	63,	2369
57336,	19,	39423
18286,	51,	38669
19034,	70,	33066
62531,	49,	49471
52532,	5,	10157
18363,	30,	36520
60830,	47,	27476
45371,	6,	58254
48146,	7,	45876
59141,	65,	33290
65170,	1,	4252
12084,	12,	28623
25330,	36,	40227
29484,	67,	13813
42507,	95,	33711
63976,	23,	2322
26573,	38,	240
1198,	6,	54556
57069,	82,	2322
21817,	88,	52896
31057,	3,	19037
45225,	50,	37215
60957,	99,	47426
19548,	3,	42373
565,	50,	15386
35255,	29,	62702
53599,	17,	65407
30227,	54,	43911
3031,	31,	42799
20820,	61,	62394
352,	94,	51548
12118,	68,	43575
23825,	13,	43856
51909,	60,	44800
27999,	49,	9331
47296,	63,	32097
12302,	48,	48337
44648,	77,	59518
20447,	95,	38669
31314,	60,	24180
62884,	91,	43217
11031,	50,	56472
27762,	47,	30546
34775,	80,	45643
55163,	69,	4517
36942,	54,	13774
17052,	27,	53687
58964,	8,	54460
20940,	93,	38675
55836,	52,	43255
15246,	35,	37080
35766,	68,	8433
43808,	63,	40626
44380,	22,	27769
9359,	2,	32640
23075,	47,	14483
64280,	6,	13140
40430,	82,	35484
8212,	67,	50268
20922,	94,	22735
55978,	76,	60183
24189,	66,	19552
41176,	55,	44800
49230,	19,	16289
54869,	40,	40560
43904,	43,	38281
40000,	2,	47389
2011,	44,	58630
57765,	16,	3795
56747,	70,	1958
21102,	7,	11281
43519,	67,	3580
32895,	67,	59594
54374,	76,	57449
5676,	62,	40605
14967,	95,	20756
12558,	69,	59208
36437,	12,	2926
44178,	53,	27415
34231,	59,	11878
52867,	1,	64355
42867,	40,	54900
32676,	46,	30852
54422,	90,	41426
25134,	58,	35094
7498,	12,	3194
49850,	92,	30071
45867,	71,	43603
13723,	53,	17945
16497,	51,	25250
45645,	99,	10340
65268,	31,	57749
56152,	73,	61941
44259,	62,	43439
18140,	40,	20687
60405,	98,	52850
27379,	39,	17217
13576,	2,	29586
40293,	76,	12213
15531,	10,	14653
25660,	42,	28044
6486,	21,	4447
616,	18,	64839
55924,	93,	13687
47397,	66,	38454
40858,	42,	15150
15741,	19,	28623
4791,	35,	63473
44160,	89,	34828
32801,	86,	3248
19332,	83,	10533
34290,	63,	62135
23359,	81,	903
38179,	13,	53986
21331,	54,	48337
47676,	9,	43135
55135,	20,	45486
34599,	83,	52636
41572,	59,	13401
8764,	5,	21112
23297,	41,	49534
45627,	24,	2384
58320,	40,	43169
4936,	23,	25451
23311,	6,	65289
53491,	15,	54701
63807,	79,	28199
44653,	14,	5150
33598,	7,	58630
39795,	12,	11720
208,	78,	36998
11603,	63,	44760
39834,	64,	33039
19793,	98,	10513
60486,	72,	55502
16658,	91,	7706
16480,	55,	10585
28745,	78,	11234
55346,	46,	10908
42967,	50,	29155
37182,	50,	42566
57164,	43,	30360
31318,	70,	27800
51623,	31,	40161
2552,	51,	54016
59224,	89,	38326
16123,	50,	41132
31075,	59,	35484
33900,	29,	61552
18218,	98,	50967
29813,	7,	219
60569,	34,	35554
49532,	68,	5066
24174,	26,	22610
24819,	41,	12117
15929,	93,	57568
27071,	62,	51300
45841,	54,	56033
8831,	34,	30789
48925,	42,	15579
88,	81,	28656
60845,	35,	11005
65302,	90,	59679
25242,	68,	6177
59560,	61,	42938
14745,	50,	22851
62202,	40,	33754
33127,	24,	40932
13168,	93,	29208
6907,	12,	5150
6281,	62,	49473
9771,	55,	983
32262,	34,	39862
4564,	59,	64386
24018,	44,	3768
54683,	48,	24114
22389,	22,	17626
29954,	11,	2027
52756,	2,	45288
22345,	9,	30256
58560,	10,	47747
29920,	56,	3570
30448,	21,	369
60106,	49,	15170
27333,	95,	48337
65290,	80,	55008
12471,	6,	30078
37807,	38,	63563
26747,	94,	7692
4252,	14,	14144
2284,	92,	14240
48695,	58,	17217
12385,	55,	28445
59563,	77,	38601
19047,	44,	50054
62003,	37,	3725
40816,	57,	17970
54799,	21,	3832
19208,	42,	4975
40968,	84,	15375
41293,	22,	41445
17713,	27,	42102
4722,	89,	63525
6630,	94,	32318
6949,	58,	41900
2573,	33,	37365
20483,	90,	2035
14521,	29,	15676
42802,	72,	59110
35750,	25,	55392
30775,	88,	9225
15158,	12,	57562
65340,	32,	14060
13369,	73,	1645
3330,	24,	22691
23285,	37,	10475
3192,	96,	57789
24645,	47,	46757
2595,	75,	33001
6420,	75,	36150
63802,	47,	61141
42075,	34,	20093
8925,	9,	9930
33087,	23,	50501
16545,	86,	60683
26011,	49,	17108
23913,	81,	37215
58498,	30,	9137
48125,	10,	18132
18621,	55,	7102
47738,	82,	62929
5252,	30,	26080
50888,	13,	2774
6647,	6,	39211
28963,	19,	17217
58273,	29,	49903
62151,	33,	14483
36035,	51,	27298
11719,	23,	28477
12396,	40,	2949
62332,	87,	28419
17423,	34,	55283
33577,	2,	11283
10843,	32,	55144
63320,	92,	61953
48458,	62,	49450
36963,	45,	37935
53502,	72,	59110
59978,	17,	19434
22584,	39,	17932
59220,	74,	55369
30188,	67,	60183
357,	90,	40605
47841,	61,	38958
47024,	19,	24747
56078,	71,	15882
42121,	75,	22347
42258,	39,	4171
3605,	74,	26743
22018,	48,	30428
14541,	58,	56653
29425,	1,	20756
36406,	55,	35118
49246,	37,	3302
65229,	71,	8741
49090,	42,	33066
52651,	37,	5408
28238,	50,	3215
15825,	31,	14543
993,	23,	20530
8230,	58,	2052
38458,	46,	9348
53348,	93,	51548
40889,	90,	49844
24409,	27,	59315
14849,	80,	62514
28724,	76,	43042
47051,	8,	13774
51004,	72,	41726
44079,	62,	38743
23120,	55,	25322
50745,	27,	757
54449,	62,	40705
27305,	16,	16861
30724,	96,	38806
26858,	45,	20586
47962,	4,	24626
45369,	46,	28032
11272,	29,	55980
64930,	6,	61070
22480,	68,	54201
34742,	45,	19037
46086,	49,	19539
7689,	34,	29922
41157,	74,	16996
40460,	2,	28914
34434,	53,	52838
43155,	76,	11570
37023,	75,	6967
24282,	62,	12727
16562,	93,	57198
30277,	16,	23597
44092,	64,	34295
23410,	32,	21901
22843,	96,	35995
60427,	91,	59720
18728,	20,	28011
23166,	72,	61380
23709,	95,	30338
8477,	65,	22276
36783,	87,	47930
30698,	26,	33645
55404,	60,	3471
12592,	25,	31836
48993,	5,	54955
43747,	29,	41862
56659,	85,	29973
56018,	15,	44810
31272,	26,	55588
26337,	15,	16105
44612,	77,	34526
5852,	82,	4781
15094,	53,	805
6995,	20,	1368
16867,	84,	14786
33739,	92,	44359
22370,	62,	12791
31999,	37,	11701
64147,	52,	21728
55394,	67,	11950
20807,	10,	39489
22948,	20,	2803
17987,	80,	38909
16582,	59,	61353
48809,	59,	1838
38831,	68,	61334
8392,	74,	43169
61072,	23,	22781
25728,	93,	29599
57217,	46,	13401
64222,	87,	31340
49694,	52,	28816
59731,	94,	13299
22947,	12,	49477
21117,	34,	27263
54657,	59,	49491
47954,	84,	41132
24347,	1,	6229
4412,	72,	23962
5434,	73,	18967
28532,	26,	29269
15603,	95,	49788
4042,	92,	43911
45422,	4,	57908
57610,	73,	5681
24703,	56,	57588
20296,	31,	8721
2066,	76,	57538
6092,	63,	30789
61029,	22,	53273
640,	84,	13512
50982,	60,	38167
31969,	82,	19086
10766,	10,	57912
36682,	79,	5772
44470,	96,	33999
5179,	84,	32286
41309,	82,	44359
55599,	24,	45486
50812,	48,	39074
14225,	57,	37295
35111,	48,	44800
3614,	33,	33422
40339,	78,	8225
13132,	32,	29973
366,	85,	14068
30121,	34,	57568
12119,	84,	50532
38313,	15,	3047
53350,	12,	25583
